"","seqid","start","end","strand","type","ID","Alias","Name"
"3715","chr6",33287227,33287289,"-","miRNA_primary_transcript","MI0022720",MI0022720,"hsa-mir-6873"
"3716","chr6",33287263,33287284,"-","miRNA","MIMAT0027646",MIMAT0027646,"hsa-miR-6873-5p"
"3717","chr6",33287227,33287249,"-","miRNA","MIMAT0027647",MIMAT0027647,"hsa-miR-6873-3p"
"3718","chr6",33290245,33290325,"+","miRNA_primary_transcript","MI0022679",MI0022679,"hsa-mir-6834"
"3719","chr6",33290245,33290265,"+","miRNA","MIMAT0027568",MIMAT0027568,"hsa-miR-6834-5p"
"3720","chr6",33290305,33290324,"+","miRNA","MIMAT0027569",MIMAT0027569,"hsa-miR-6834-3p"
"3721","chr6",33438331,33438437,"+","miRNA_primary_transcript","MI0017870",MI0017870,"hsa-mir-5004"
"3722","chr6",33438351,33438372,"+","miRNA","MIMAT0021027",MIMAT0021027,"hsa-miR-5004-5p"
"3723","chr6",33438397,33438418,"+","miRNA","MIMAT0021028",MIMAT0021028,"hsa-miR-5004-3p"
"3724","chr6",33698128,33698234,"+","miRNA_primary_transcript","MI0016590",MI0016590,"hsa-mir-3934"
"3725","chr6",33698152,33698173,"+","miRNA","MIMAT0018349",MIMAT0018349,"hsa-miR-3934-5p"
"3726","chr6",33698191,33698212,"+","miRNA","MIMAT0022975",MIMAT0022975,"hsa-miR-3934-3p"
"3727","chr6",33899135,33899200,"+","miRNA_primary_transcript","MI0023620",MI0023620,"hsa-mir-7159"
"3728","chr6",33899135,33899155,"+","miRNA","MIMAT0028228",MIMAT0028228,"hsa-miR-7159-5p"
"3729","chr6",33899182,33899200,"+","miRNA","MIMAT0028229",MIMAT0028229,"hsa-miR-7159-3p"
"3730","chr6",33999972,34000051,"-","miRNA_primary_transcript","MI0006415",MI0006415,"hsa-mir-1275"
"3731","chr6",34000018,34000034,"-","miRNA","MIMAT0005929",MIMAT0005929,"hsa-miR-1275"
"3732","chr6",34240673,34240736,"+","miRNA_primary_transcript","MI0022680",MI0022680,"hsa-mir-6835"
"3733","chr6",34240678,34240699,"+","miRNA","MIMAT0027570",MIMAT0027570,"hsa-miR-6835-5p"
"3734","chr6",34240714,34240736,"+","miRNA","MIMAT0027571",MIMAT0027571,"hsa-miR-6835-3p"
"3735","chr6",35470508,35470579,"+","miRNA_primary_transcript","MI0022962",MI0022962,"hsa-mir-7111"
"3736","chr6",35470509,35470530,"+","miRNA","MIMAT0028119",MIMAT0028119,"hsa-miR-7111-5p"
"3737","chr6",35470558,35470579,"+","miRNA","MIMAT0028120",MIMAT0028120,"hsa-miR-7111-3p"
"3738","chr6",35664717,35664789,"-","miRNA_primary_transcript","MI0019295",MI0019295,"hsa-mir-5690"
"3739","chr6",35664760,35664780,"-","miRNA","MIMAT0022482",MIMAT0022482,"hsa-miR-5690"
"3740","chr6",36622436,36622512,"-","miRNA_primary_transcript","MI0016433",MI0016433,"hsa-mir-3925"
"3741","chr6",36622480,36622501,"-","miRNA","MIMAT0018200",MIMAT0018200,"hsa-miR-3925-5p"
"3742","chr6",36622446,36622466,"-","miRNA","MIMAT0019228",MIMAT0019228,"hsa-miR-3925-3p"
"3743","chr6",37555365,37555422,"-","miRNA_primary_transcript","MI0016810",MI0016810,"hsa-mir-4462"
"3744","chr6",37555366,37555388,"-","miRNA","MIMAT0018986",MIMAT0018986,"hsa-miR-4462"
"3745","chr6",39074314,39074381,"+","miRNA_primary_transcript","MI0033670",MI0033670,"hsa-mir-9983"
"3746","chr6",39074360,39074381,"+","miRNA","MIMAT0041993",MIMAT0041993,"hsa-miR-9983-3p"
"3747","chr6",41598723,41598788,"+","miRNA_primary_transcript","MI0017268",MI0017268,"hsa-mir-4641"
"3748","chr6",41598764,41598787,"+","miRNA","MIMAT0019701",MIMAT0019701,"hsa-miR-4641"
"3749","chr6",41733554,41733610,"-","miRNA_primary_transcript","MI0033422",MI0033422,"hsa-mir-10398"
"3750","chr6",41733590,41733610,"-","miRNA","MIMAT0041627",MIMAT0041627,"hsa-miR-10398-5p"
"3751","chr6",41733554,41733574,"-","miRNA","MIMAT0041628",MIMAT0041628,"hsa-miR-10398-3p"
"3752","chr6",43434542,43434620,"+","miRNA_primary_transcript","MI0022681",MI0022681,"hsa-mir-6780b"
"3753","chr6",43434547,43434569,"+","miRNA","MIMAT0027572",MIMAT0027572,"hsa-miR-6780b-5p"
"3754","chr6",43434600,43434620,"+","miRNA","MIMAT0027573",MIMAT0027573,"hsa-miR-6780b-3p"
"3755","chr6",44254206,44254285,"-","miRNA_primary_transcript","MI0017274",MI0017274,"hsa-mir-4647"
"3756","chr6",44254253,44254275,"-","miRNA","MIMAT0019709",MIMAT0019709,"hsa-miR-4647"
"3757","chr6",44435641,44435722,"+","miRNA_primary_transcript","MI0017269",MI0017269,"hsa-mir-4642"
"3758","chr6",44435650,44435671,"+","miRNA","MIMAT0019702",MIMAT0019702,"hsa-miR-4642"
"3759","chr6",45197674,45197770,"-","miRNA_primary_transcript","MI0003594",MI0003594,"hsa-mir-586"
"3760","chr6",45197734,45197755,"-","miRNA","MIMAT0003252",MIMAT0003252,"hsa-miR-586"
"3761","chr6",52144349,52144434,"+","miRNA_primary_transcript","MI0000490",MI0000490,"hsa-mir-206"
"3762","chr6",52144401,52144422,"+","miRNA","MIMAT0000462",MIMAT0000462,"hsa-miR-206"
"3763","chr6",52148923,52149041,"+","miRNA_primary_transcript","MI0000822",MI0000822,"hsa-mir-133b"
"3764","chr6",52148988,52149009,"+","miRNA","MIMAT0000770",MIMAT0000770,"hsa-miR-133b"
"3765","chr6",53276993,53277071,"+","miRNA_primary_transcript","MI0019287",MI0019287,"hsa-mir-5685"
"3766","chr6",53277002,53277023,"+","miRNA","MIMAT0022475",MIMAT0022475,"hsa-miR-5685"
"3767","chr6",57390132,57390212,"+","miRNA_primary_transcript","MI0014168",MI0014168,"hsa-mir-548u"
"3768","chr6",57390180,57390202,"+","miRNA","MIMAT0015013",MIMAT0015013,"hsa-miR-548u"
"3769","chr6",71376960,71377031,"-","miRNA_primary_transcript","MI0000254",MI0000254,"hsa-mir-30c-2"
"3770","chr6",71377003,71377025,"-","miRNA","MIMAT0000244_1",MIMAT0000244,"hsa-miR-30c-5p"
"3771","chr6",71376964,71376985,"-","miRNA","MIMAT0004550",MIMAT0004550,"hsa-miR-30c-2-3p"
"3772","chr6",71403551,71403621,"-","miRNA_primary_transcript","MI0000088",MI0000088,"hsa-mir-30a"
"3773","chr6",71403595,71403616,"-","miRNA","MIMAT0000087",MIMAT0000087,"hsa-miR-30a-5p"
"3774","chr6",71403554,71403575,"-","miRNA","MIMAT0000088",MIMAT0000088,"hsa-miR-30a-3p"
"3775","chr6",72967687,72967753,"-","miRNA_primary_transcript","MI0015890",MI0015890,"hsa-mir-4282"
"3776","chr6",72967697,72967714,"-","miRNA","MIMAT0016912",MIMAT0016912,"hsa-miR-4282"
"3777","chr6",75428407,75428473,"+","miRNA_primary_transcript","MI0016811",MI0016811,"hsa-mir-4463"
"3778","chr6",75428446,75428462,"+","miRNA","MIMAT0018987",MIMAT0018987,"hsa-miR-4463"
"3779","chr6",78539263,78539309,"-","miRNA_primary_transcript","MI0033671",MI0033671,"hsa-mir-10524"
"3780","chr6",78539292,78539308,"-","miRNA","MIMAT0041994",MIMAT0041994,"hsa-miR-10524-5p"
"3781","chr6",90312742,90312833,"+","miRNA_primary_transcript","MI0016812",MI0016812,"hsa-mir-4464"
"3782","chr6",90312753,90312773,"+","miRNA","MIMAT0018988",MIMAT0018988,"hsa-miR-4464"
"3783","chr6",91521660,91521737,"+","miRNA_primary_transcript","MI0017270",MI0017270,"hsa-mir-4643"
"3784","chr6",91521709,91521730,"+","miRNA","MIMAT0019703",MIMAT0019703,"hsa-miR-4643"
"3785","chr6",98024531,98024621,"+","miRNA_primary_transcript","MI0003939",MI0003939,"hsa-mir-2113"
"3786","chr6",98024586,98024606,"+","miRNA","MIMAT0009206",MIMAT0009206,"hsa-miR-2113"
"3787","chr6",99124609,99124696,"+","miRNA_primary_transcript","MI0016813",MI0016813,"hsa-mir-548ai"
"3788","chr6",99124624,99124645,"+","miRNA","MIMAT0018989",MIMAT0018989,"hsa-miR-548ai"
"3789","chr6",106784125,106784220,"+","miRNA_primary_transcript","MI0003595",MI0003595,"hsa-mir-587"
"3790","chr6",106784140,106784160,"+","miRNA","MIMAT0003253",MIMAT0003253,"hsa-miR-587"
"3791","chr6",119069047,119069143,"-","miRNA_primary_transcript","MI0003596",MI0003596,"hsa-mir-548b"
"3792","chr6",119069098,119069119,"-","miRNA","MIMAT0004798",MIMAT0004798,"hsa-miR-548b-5p"
"3793","chr6",119069062,119069083,"-","miRNA","MIMAT0003254",MIMAT0003254,"hsa-miR-548b-3p"
"3794","chr6",120015179,120015257,"+","miRNA_primary_transcript","MI0014169",MI0014169,"hsa-mir-3144"
"3795","chr6",120015191,120015212,"+","miRNA","MIMAT0015014",MIMAT0015014,"hsa-miR-3144-5p"
"3796","chr6",120015226,120015247,"+","miRNA","MIMAT0015015",MIMAT0015015,"hsa-miR-3144-3p"
"3797","chr6",126484631,126484713,"+","miRNA_primary_transcript","MI0003597",MI0003597,"hsa-mir-588"
"3798","chr6",126484646,126484666,"+","miRNA","MIMAT0003255",MIMAT0003255,"hsa-miR-588"
"3799","chr6",131792172,131792231,"+","miRNA_primary_transcript","MI0016751",MI0016751,"hsa-mir-548h-5"
"3800","chr6",131792174,131792195,"+","miRNA","MIMAT0005928_3",MIMAT0005928,"hsa-miR-548h-5p"
"3801","chr6",132115192,132115263,"-","miRNA_primary_transcript","MI0016814",MI0016814,"hsa-mir-548aj-1"
"3802","chr6",132115199,132115219,"-","miRNA","MIMAT0018990",MIMAT0018990,"hsa-miR-548aj-3p"
"3803","chr6",134979338,134979432,"-","miRNA_primary_transcript","MI0016063",MI0016063,"hsa-mir-3662"
"3804","chr6",134979355,134979378,"-","miRNA","MIMAT0018083",MIMAT0018083,"hsa-miR-3662"
"3805","chr6",135239160,135239256,"+","miRNA_primary_transcript","MI0003598",MI0003598,"hsa-mir-548a-2"
"3806","chr6",135239220,135239241,"+","miRNA","MIMAT0003251_1",MIMAT0003251,"hsa-miR-548a-3p"
"3807","chr6",138435213,138435294,"-","miRNA_primary_transcript","MI0014170",MI0014170,"hsa-mir-3145"
"3808","chr6",138435223,138435246,"-","miRNA","MIMAT0015016",MIMAT0015016,"hsa-miR-3145-3p"
"3809","chr6",138435262,138435283,"-","miRNA","MIMAT0019205",MIMAT0019205,"hsa-miR-3145-5p"
"3810","chr6",140205252,140205326,"+","miRNA_primary_transcript","MI0016069",MI0016069,"hsa-mir-3668"
"3811","chr6",140205260,140205280,"+","miRNA","MIMAT0018091",MIMAT0018091,"hsa-miR-3668"
"3812","chr6",140683814,140683883,"+","miRNA_primary_transcript","MI0016816",MI0016816,"hsa-mir-4465"
"3813","chr6",140683855,140683876,"+","miRNA","MIMAT0018992",MIMAT0018992,"hsa-miR-4465"
"3814","chr6",151102675,151102776,"+","miRNA_primary_transcript","MI0039733",MI0039733,"hsa-mir-12131"
"3815","chr6",151102739,151102758,"+","miRNA","MIMAT0049025",MIMAT0049025,"hsa-miR-12131"
"3816","chr6",154853360,154853436,"+","miRNA_primary_transcript","MI0014171",MI0014171,"hsa-mir-1273c"
"3817","chr6",154853369,154853390,"+","miRNA","MIMAT0015017",MIMAT0015017,"hsa-miR-1273c"
"3818","chr6",155946797,155946879,"+","miRNA_primary_transcript","MI0006334",MI0006334,"hsa-mir-1202"
"3819","chr6",155946809,155946829,"+","miRNA","MIMAT0005865",MIMAT0005865,"hsa-miR-1202"
"3820","chr6",156779678,156779731,"-","miRNA_primary_transcript","MI0016817",MI0016817,"hsa-mir-4466"
"3821","chr6",156779710,156779727,"-","miRNA","MIMAT0018993",MIMAT0018993,"hsa-miR-4466"
"3822","chr6",157529132,157529200,"+","miRNA_primary_transcript","MI0016093",MI0016093,"hsa-mir-3692"
"3823","chr6",157529137,157529160,"+","miRNA","MIMAT0018121",MIMAT0018121,"hsa-miR-3692-5p"
"3824","chr6",157529175,157529198,"+","miRNA","MIMAT0018122",MIMAT0018122,"hsa-miR-3692-3p"
"3825","chr6",158609707,158609790,"+","miRNA_primary_transcript","MI0023619",MI0023619,"hsa-mir-7161"
"3826","chr6",158609707,158609729,"+","miRNA","MIMAT0028232",MIMAT0028232,"hsa-miR-7161-5p"
"3827","chr6",158609763,158609790,"+","miRNA","MIMAT0028233",MIMAT0028233,"hsa-miR-7161-3p"
"3828","chr6",158764661,158764753,"-","miRNA_primary_transcript","MI0016424",MI0016424,"hsa-mir-3918"
"3829","chr6",158764715,158764735,"-","miRNA","MIMAT0018192",MIMAT0018192,"hsa-miR-3918"
"3830","chr6",166509354,166509433,"-","miRNA_primary_transcript","MI0008334",MI0008334,"hsa-mir-1913"
"3831","chr6",166509364,166509385,"-","miRNA","MIMAT0007888",MIMAT0007888,"hsa-miR-1913"
"3832","chr6",166997807,166997912,"-","miRNA_primary_transcript","MI0016596",MI0016596,"hsa-mir-3939"
"3833","chr6",166997830,166997851,"-","miRNA","MIMAT0018355",MIMAT0018355,"hsa-miR-3939"
"3834","chr6",170330761,170330844,"+","miRNA_primary_transcript","MI0017271",MI0017271,"hsa-mir-4644"
"3835","chr6",170330813,170330835,"+","miRNA","MIMAT0019704",MIMAT0019704,"hsa-miR-4644"
"3836","chr7",1022933,1023026,"-","miRNA_primary_transcript","MI0000815",MI0000815,"hsa-mir-339"
"3837","chr7",1022990,1023012,"-","miRNA","MIMAT0000764",MIMAT0000764,"hsa-miR-339-5p"
"3838","chr7",1022955,1022977,"-","miRNA","MIMAT0004702",MIMAT0004702,"hsa-miR-339-3p"
"3839","chr7",1844180,1844253,"-","miRNA_primary_transcript","MI0017283",MI0017283,"hsa-mir-4655"
"3840","chr7",1844223,1844244,"-","miRNA","MIMAT0019721",MIMAT0019721,"hsa-miR-4655-5p"
"3841","chr7",1844189,1844209,"-","miRNA","MIMAT0019722",MIMAT0019722,"hsa-miR-4655-3p"
"3842","chr7",2257515,2257577,"-","miRNA_primary_transcript","MI0022682",MI0022682,"hsa-mir-6836"
"3843","chr7",2257551,2257572,"-","miRNA","MIMAT0027574",MIMAT0027574,"hsa-miR-6836-5p"
"3844","chr7",2257515,2257535,"-","miRNA","MIMAT0027575",MIMAT0027575,"hsa-miR-6836-3p"
"3845","chr7",2527074,2527145,"+","miRNA_primary_transcript","MI0017275",MI0017275,"hsa-mir-4648"
"3846","chr7",2527074,2527093,"+","miRNA","MIMAT0019710",MIMAT0019710,"hsa-miR-4648"
"3847","chr7",4788565,4788639,"-","miRNA_primary_transcript","MI0017284",MI0017284,"hsa-mir-4656"
"3848","chr7",4788608,4788630,"-","miRNA","MIMAT0019723",MIMAT0019723,"hsa-miR-4656"
"3849","chr7",5495819,5495917,"-","miRNA_primary_transcript","MI0003599",MI0003599,"hsa-mir-589"
"3850","chr7",5495873,5495894,"-","miRNA","MIMAT0004799",MIMAT0004799,"hsa-miR-589-5p"
"3851","chr7",5495834,5495857,"-","miRNA","MIMAT0003256",MIMAT0003256,"hsa-miR-589-3p"
"3852","chr7",5711840,5711910,"-","miRNA_primary_transcript","MI0022721",MI0022721,"hsa-mir-6874"
"3853","chr7",5711883,5711905,"-","miRNA","MIMAT0027648",MIMAT0027648,"hsa-miR-6874-5p"
"3854","chr7",5711840,5711862,"-","miRNA","MIMAT0027649",MIMAT0027649,"hsa-miR-6874-3p"
"3855","chr7",7066964,7067045,"-","miRNA_primary_transcript","MI0016084",MI0016084,"hsa-mir-3683"
"3856","chr7",7067010,7067031,"-","miRNA","MIMAT0018111",MIMAT0018111,"hsa-miR-3683"
"3857","chr7",18127220,18127309,"-","miRNA_primary_transcript","MI0006367",MI0006367,"hsa-mir-1302-6"
"3858","chr7",18127234,18127254,"-","miRNA","MIMAT0005890_7",MIMAT0005890,"hsa-miR-1302"
"3859","chr7",19705358,19705436,"-","miRNA_primary_transcript","MI0014172",MI0014172,"hsa-mir-3146"
"3860","chr7",19705366,19705387,"-","miRNA","MIMAT0015018",MIMAT0015018,"hsa-miR-3146"
"3861","chr7",21471058,21471146,"+","miRNA_primary_transcript","MI0006276",MI0006276,"hsa-mir-1183"
"3862","chr7",21471105,21471131,"+","miRNA","MIMAT0005828",MIMAT0005828,"hsa-miR-1183"
"3863","chr7",25949919,25949986,"-","miRNA_primary_transcript","MI0000253",MI0000253,"hsa-mir-148a"
"3864","chr7",25949960,25949981,"-","miRNA","MIMAT0004549",MIMAT0004549,"hsa-miR-148a-5p"
"3865","chr7",25949922,25949943,"-","miRNA","MIMAT0000243",MIMAT0000243,"hsa-miR-148a-3p"
"3866","chr7",27169480,27169563,"-","miRNA_primary_transcript","MI0001150",MI0001150,"hsa-mir-196b"
"3867","chr7",27169528,27169549,"-","miRNA","MIMAT0001080",MIMAT0001080,"hsa-miR-196b-5p"
"3868","chr7",27169493,27169514,"-","miRNA","MIMAT0009201",MIMAT0009201,"hsa-miR-196b-3p"
"3869","chr7",29680734,29680828,"-","miRNA_primary_transcript","MI0003762",MI0003762,"hsa-mir-550a-3"
"3870","chr7",29680748,29680769,"-","miRNA","MIMAT0003257",MIMAT0003257,"hsa-miR-550a-3p"
"3871","chr7",29680789,29680808,"-","miRNA","MIMAT0020925",MIMAT0020925,"hsa-miR-550a-3-5p"
"3872","chr7",30289794,30289890,"+","miRNA_primary_transcript","MI0003600",MI0003600,"hsa-mir-550a-1"
"3873","chr7",30289815,30289837,"+","miRNA","MIMAT0004800",MIMAT0004800,"hsa-miR-550a-5p"
"3874","chr7",30289854,30289875,"+","miRNA","MIMAT0003257_1",MIMAT0003257,"hsa-miR-550a-3p"
"3875","chr7",30289794,30289890,"-","miRNA_primary_transcript","MI0016686",MI0016686,"hsa-mir-550b-1"
"3876","chr7",30289814,30289833,"-","miRNA","MIMAT0018445",MIMAT0018445,"hsa-miR-550b-3p"
"3877","chr7",30289854,30289875,"-","miRNA","MIMAT0022737",MIMAT0022737,"hsa-miR-550b-2-5p"
"3878","chr7",32732981,32733077,"-","miRNA_primary_transcript","MI0016687",MI0016687,"hsa-mir-550b-2"
"3879","chr7",32733001,32733020,"-","miRNA","MIMAT0018445_1",MIMAT0018445,"hsa-miR-550b-3p"
"3880","chr7",32733041,32733062,"-","miRNA","MIMAT0022737_1",MIMAT0022737,"hsa-miR-550b-2-5p"
"3881","chr7",32732981,32733077,"+","miRNA_primary_transcript","MI0003601",MI0003601,"hsa-mir-550a-2"
"3882","chr7",32733002,32733024,"+","miRNA","MIMAT0004800_1",MIMAT0004800,"hsa-miR-550a-5p"
"3883","chr7",32733041,32733062,"+","miRNA","MIMAT0003257_2",MIMAT0003257,"hsa-miR-550a-3p"
"3884","chr7",34940760,34940834,"-","miRNA_primary_transcript","MI0006399",MI0006399,"hsa-mir-548n"
"3885","chr7",34940804,34940825,"-","miRNA","MIMAT0005916",MIMAT0005916,"hsa-miR-548n"
"3886","chr7",36919357,36919432,"-","miRNA_primary_transcript","MI0006332",MI0006332,"hsa-mir-1200"
"3887","chr7",36919403,36919424,"-","miRNA","MIMAT0005863",MIMAT0005863,"hsa-miR-1200"
"3888","chr7",43150895,43150994,"+","miRNA_primary_transcript","MI0016600",MI0016600,"hsa-mir-3943"
"3889","chr7",43150917,43150939,"+","miRNA","MIMAT0018359",MIMAT0018359,"hsa-miR-3943"
"3890","chr7",44051766,44051829,"+","miRNA_primary_transcript","MI0022683",MI0022683,"hsa-mir-6837"
"3891","chr7",44051771,44051791,"+","miRNA","MIMAT0027576",MIMAT0027576,"hsa-miR-6837-5p"
"3892","chr7",44051807,44051829,"+","miRNA","MIMAT0027577",MIMAT0027577,"hsa-miR-6837-3p"
"3893","chr7",44073378,44073433,"-","miRNA_primary_transcript","MI0022684",MI0022684,"hsa-mir-6838"
"3894","chr7",44073407,44073428,"-","miRNA","MIMAT0027578",MIMAT0027578,"hsa-miR-6838-5p"
"3895","chr7",44073378,44073397,"-","miRNA","MIMAT0027579",MIMAT0027579,"hsa-miR-6838-3p"
"3896","chr7",44110849,44110912,"+","miRNA_primary_transcript","MI0017276",MI0017276,"hsa-mir-4649"
"3897","chr7",44110851,44110874,"+","miRNA","MIMAT0019711",MIMAT0019711,"hsa-miR-4649-5p"
"3898","chr7",44110891,44110911,"+","miRNA","MIMAT0019712",MIMAT0019712,"hsa-miR-4649-3p"
"3899","chr7",44881748,44881800,"-","miRNA_primary_transcript","MI0017285",MI0017285,"hsa-mir-4657"
"3900","chr7",44881778,44881800,"-","miRNA","MIMAT0019724",MIMAT0019724,"hsa-miR-4657"
"3901","chr7",56955785,56955864,"-","miRNA_primary_transcript","MI0015892",MI0015892,"hsa-mir-4283-1"
"3902","chr7",56955838,56955854,"-","miRNA","MIMAT0016914",MIMAT0016914,"hsa-miR-4283"
"3903","chr7",57405025,57405090,"+","miRNA_primary_transcript","MI0014173",MI0014173,"hsa-mir-3147"
"3904","chr7",57405030,57405053,"+","miRNA","MIMAT0015019",MIMAT0015019,"hsa-miR-3147"
"3905","chr7",63621090,63621169,"+","miRNA_primary_transcript","MI0015982",MI0015982,"hsa-mir-4283-2"
"3906","chr7",63621100,63621116,"+","miRNA","MIMAT0016914_1",MIMAT0016914,"hsa-miR-4283"
"3907","chr7",64679064,64679176,"+","miRNA_primary_transcript","MI0022685",MI0022685,"hsa-mir-6839"
"3908","chr7",64679069,64679090,"+","miRNA","MIMAT0027580",MIMAT0027580,"hsa-miR-6839-5p"
"3909","chr7",64679155,64679176,"+","miRNA","MIMAT0027581",MIMAT0027581,"hsa-miR-6839-3p"
"3910","chr7",67114322,67114397,"-","miRNA_primary_transcript","MI0017277",MI0017277,"hsa-mir-4650-1"
"3911","chr7",67114365,67114383,"-","miRNA","MIMAT0019713",MIMAT0019713,"hsa-miR-4650-5p"
"3912","chr7",67114332,67114352,"-","miRNA","MIMAT0019714",MIMAT0019714,"hsa-miR-4650-3p"
"3913","chr7",71307672,71307770,"-","miRNA_primary_transcript","MI0016419",MI0016419,"hsa-mir-3914-1"
"3914","chr7",71307687,71307708,"-","miRNA","MIMAT0018188",MIMAT0018188,"hsa-miR-3914"
"3915","chr7",71307674,71307768,"+","miRNA_primary_transcript","MI0016421",MI0016421,"hsa-mir-3914-2"
"3916","chr7",71307734,71307755,"+","miRNA","MIMAT0018188_1",MIMAT0018188,"hsa-miR-3914"
"3917","chr7",72697903,72697978,"+","miRNA_primary_transcript","MI0017278",MI0017278,"hsa-mir-4650-2"
"3918","chr7",72697917,72697935,"+","miRNA","MIMAT0019713_1",MIMAT0019713,"hsa-miR-4650-5p"
"3919","chr7",72697948,72697968,"+","miRNA","MIMAT0019714_1",MIMAT0019714,"hsa-miR-4650-3p"
"3920","chr7",73711317,73711397,"+","miRNA_primary_transcript","MI0015893",MI0015893,"hsa-mir-4284"
"3921","chr7",73711327,73711344,"+","miRNA","MIMAT0016915",MIMAT0016915,"hsa-miR-4284"
"3922","chr7",74191198,74191294,"+","miRNA_primary_transcript","MI0003602",MI0003602,"hsa-mir-590"
"3923","chr7",74191213,74191234,"+","miRNA","MIMAT0003258",MIMAT0003258,"hsa-miR-590-5p"
"3924","chr7",74191253,74191273,"+","miRNA","MIMAT0004801",MIMAT0004801,"hsa-miR-590-3p"
"3925","chr7",74595968,74596026,"+","miRNA_primary_transcript","MI0033672",MI0033672,"hsa-mir-10525"
"3926","chr7",74596006,74596026,"+","miRNA","MIMAT0041995",MIMAT0041995,"hsa-miR-10525-3p"
"3927","chr7",75915197,75915269,"+","miRNA_primary_transcript","MI0017279",MI0017279,"hsa-mir-4651"
"3928","chr7",75915206,75915225,"+","miRNA","MIMAT0019715",MIMAT0019715,"hsa-miR-4651"
"3929","chr7",92204015,92204098,"-","miRNA_primary_transcript","MI0006346",MI0006346,"hsa-mir-1285-1"
"3930","chr7",92204027,92204048,"-","miRNA","MIMAT0005876_1",MIMAT0005876,"hsa-miR-1285-3p"
"3931","chr7",92204067,92204087,"-","miRNA","MIMAT0022719",MIMAT0022719,"hsa-miR-1285-5p"
"3932","chr7",93482760,93482855,"-","miRNA_primary_transcript","MI0003674",MI0003674,"hsa-mir-653"
"3933","chr7",93482823,93482843,"-","miRNA","MIMAT0003328",MIMAT0003328,"hsa-miR-653-5p"
"3934","chr7",93482784,93482805,"-","miRNA","MIMAT0026625",MIMAT0026625,"hsa-miR-653-3p"
"3935","chr7",93483936,93484019,"-","miRNA_primary_transcript","MI0003124",MI0003124,"hsa-mir-489"
"3936","chr7",93483947,93483968,"-","miRNA","MIMAT0002805",MIMAT0002805,"hsa-miR-489-3p"
"3937","chr7",93483985,93484006,"-","miRNA","MIMAT0026605",MIMAT0026605,"hsa-miR-489-5p"
"3938","chr7",93716928,93717005,"+","miRNA_primary_transcript","MI0017280",MI0017280,"hsa-mir-4652"
"3939","chr7",93716937,93716958,"+","miRNA","MIMAT0019716",MIMAT0019716,"hsa-miR-4652-5p"
"3940","chr7",93716977,93716998,"+","miRNA","MIMAT0019717",MIMAT0019717,"hsa-miR-4652-3p"
"3941","chr7",96219662,96219756,"-","miRNA_primary_transcript","MI0003603",MI0003603,"hsa-mir-591"
"3942","chr7",96219722,96219741,"-","miRNA","MIMAT0003259",MIMAT0003259,"hsa-miR-591"
"3943","chr7",97963658,97963726,"+","miRNA_primary_transcript","MI0019297",MI0019297,"hsa-mir-5692a-1"
"3944","chr7",97963665,97963686,"+","miRNA","MIMAT0022484",MIMAT0022484,"hsa-miR-5692a"
"3945","chr7",97964405,97964481,"-","miRNA_primary_transcript","MI0019289",MI0019289,"hsa-mir-5692c-2"
"3946","chr7",97964408,97964429,"-","miRNA","MIMAT0022476_1",MIMAT0022476,"hsa-miR-5692c"
"3947","chr7",98881650,98881729,"+","miRNA_primary_transcript","MI0015999",MI0015999,"hsa-mir-3609"
"3948","chr7",98881700,98881723,"+","miRNA","MIMAT0017986",MIMAT0017986,"hsa-miR-3609"
"3949","chr7",99409172,99409264,"+","miRNA_primary_transcript","MI0039721",MI0039721,"hsa-mir-12119"
"3950","chr7",99409187,99409211,"+","miRNA","MIMAT0049013",MIMAT0049013,"hsa-miR-12119"
"3951","chr7",100093560,100093643,"-","miRNA_primary_transcript","MI0000082",MI0000082,"hsa-mir-25"
"3952","chr7",100093610,100093630,"-","miRNA","MIMAT0004498",MIMAT0004498,"hsa-miR-25-5p"
"3953","chr7",100093571,100093592,"-","miRNA","MIMAT0000081",MIMAT0000081,"hsa-miR-25-3p"
"3954","chr7",100093768,100093847,"-","miRNA_primary_transcript","MI0000095",MI0000095,"hsa-mir-93"
"3955","chr7",100093815,100093837,"-","miRNA","MIMAT0000093",MIMAT0000093,"hsa-miR-93-5p"
"3956","chr7",100093777,100093798,"-","miRNA","MIMAT0004509",MIMAT0004509,"hsa-miR-93-3p"
"3957","chr7",100093993,100094074,"-","miRNA_primary_transcript","MI0000734",MI0000734,"hsa-mir-106b"
"3958","chr7",100094043,100094063,"-","miRNA","MIMAT0000680",MIMAT0000680,"hsa-miR-106b-5p"
"3959","chr7",100094002,100094023,"-","miRNA","MIMAT0004672",MIMAT0004672,"hsa-miR-106b-3p"
"3960","chr7",100156605,100156669,"-","miRNA_primary_transcript","MI0017286",MI0017286,"hsa-mir-4658"
"3961","chr7",100156611,100156633,"-","miRNA","MIMAT0019725",MIMAT0019725,"hsa-miR-4658"
"3962","chr7",100356651,100356721,"+","miRNA_primary_transcript","MI0022686",MI0022686,"hsa-mir-6840"
"3963","chr7",100356656,100356679,"+","miRNA","MIMAT0027582",MIMAT0027582,"hsa-miR-6840-5p"
"3964","chr7",100356696,100356717,"+","miRNA","MIMAT0027583",MIMAT0027583,"hsa-miR-6840-3p"
